Year,Code,Constituency,Region,Party Abbreviation,Party,Candidate Votes,Share of Vote,Total constituency votes,Majority Party,Majority,Majority %
2010,E14000629,Chelsea and Fulham,London,LD,Lib Dem,6473,16.24%,,,,
2010,E14000629,Chelsea and Fulham,London,Green,Green,671,1.68%,,,,
2010,E14000629,Chelsea and Fulham,London,UKIP,UKIP,478,1.20%,,,,
2010,E14000629,Chelsea and Fulham,London,BNP,BNP,388,0.97%,,,,
2010,E14000629,Chelsea and Fulham,London,Ind CCF,Ind CCF,196,0.49%,,,,
2010,E14000629,Chelsea and Fulham,London,Eng Dem,Eng Dem,169,0.42%,,,,
2010,E14000629,Chelsea and Fulham,London,Blue,Blue,17,0.04%,,,,
2010,E14000634,Chingford and Woodford Green,London,C,Conservative,22743,52.76%,43106,C,12963,30.07%
2010,E14000634,Chingford and Woodford Green,London,Lab,Labour,9780,22.69%,,,,
2010,E14000634,Chingford and Woodford Green,London,LD,Lib Dem,7242,16.80%,,,,
2010,E14000634,Chingford and Woodford Green,London,BNP,BNP,1288,2.99%,,,,
2010,E14000634,Chingford and Woodford Green,London,UKIP,UKIP,1133,2.63%,,,,
2010,E14000634,Chingford and Woodford Green,London,Green,Green,650,1.51%,,,,
2010,E14000634,Chingford and Woodford Green,London,Ind,Independent,202,0.47%,,,,
2010,E14000634,Chingford and Woodford Green,London,Ind,Independent,68,0.16%,,,,
2010,E14000636,Chipping Barnet,London,C,Conservative,24700,48.81%,50608,C,11927,23.57%
2010,E14000636,Chipping Barnet,London,Lab,Labour,12773,25.24%,,,,
2010,E14000636,Chipping Barnet,London,LD,Lib Dem,10202,20.16%,,,,
2010,E14000636,Chipping Barnet,London,UKIP,UKIP,1442,2.85%,,,,
2010,E14000636,Chipping Barnet,London,Green,Green,1021,2.02%,,,,
2010,E14000636,Chipping Barnet,London,Ind,Independent,470,0.93%,,,,
2010,E14000639,Cities of London and Westminster,London,C,Conservative,19264,52.16%,36931,C,11076,29.99%
2010,E14000639,Cities of London and Westminster,London,Lab,Labour,8188,22.17%,,,,
2010,E14000639,Cities of London and Westminster,London,LD,Lib Dem,7574,20.51%,,,,
2010,E14000639,Cities of London and Westminster,London,Green,Green,778,2.11%,,,,
2010,E14000639,Cities of London and Westminster,London,UKIP,UKIP,664,1.80%,,,,
2010,E14000639,Cities of London and Westminster,London,Eng Dem,Eng Dem,191,0.52%,,,,
2010,E14000639,Cities of London and Westminster,London,Ind,Independent,98,0.27%,,,,
2010,E14000639,Cities of London and Westminster,London,Pirate,Pirate,90,0.24%,,,,
2010,E14000639,Cities of London and Westminster,London,Ind,Independent,84,0.23%,,,,
2010,E14000654,Croydon Central,London,C,Conservative,19657,39.51%,49757,C,2969,5.97%
2010,E14000654,Croydon Central,London,Lab,Labour,16688,33.54%,,,,
2010,E14000654,Croydon Central,London,LD,Lib Dem,6553,13.17%,,,,
2010,E14000654,Croydon Central,London,Ind,Independent,3239,6.51%,,,,
2010,E14000654,Croydon Central,London,BNP,BNP,1448,2.91%,,,,
2010,E14000654,Croydon Central,London,UKIP,UKIP,997,2.00%,,,,
2010,E14000654,Croydon Central,London,Green,Green,581,1.17%,,,,
2010,E14000654,Croydon Central,London,Ch P,Ch P,264,0.53%,,,,
2010,E14000654,Croydon Central,London,Loony,Loony,192,0.39%,,,,
2010,E14000654,Croydon Central,London,Ind,Independent,138,0.28%,,,,
2010,E14000655,Croydon North,London,Lab,Labour,28949,56.02%,51678,Lab,16483,31.90%
2010,E14000655,Croydon North,London,C,Conservative,12466,24.12%,,,,
2010,E14000655,Croydon North,London,LD,Lib Dem,7226,13.98%,,,,
2010,E14000655,Croydon North,London,Green,Green,1017,1.97%,,,,
2010,E14000655,Croydon North,London,UKIP,UKIP,891,1.72%,,,,
2010,E14000655,Croydon North,London,Ch P,Ch P,586,1.13%,,,,
2010,E14000655,Croydon North,London,Respect,Respect,272,0.53%,,,,
2010,E14000655,Croydon North,London,Comm,Comm,160,0.31%,,,,
2010,E14000655,Croydon North,London,Ind,Independent,111,0.21%,,,,
2010,E14000656,Croydon South,London,C,Conservative,28684,50.93%,56322,C,15818,28.08%
2010,E14000656,Croydon South,London,LD,Lib Dem,12866,22.84%,,,,
2010,E14000656,Croydon South,London,Lab,Labour,11287,20.04%,,,,
2010,E14000656,Croydon South,London,UKIP,UKIP,2504,4.45%,,,,
2010,E14000656,Croydon South,London,Green,Green,981,1.74%,,,,
2010,E14000657,Dagenham and Rainham,London,Lab,Labour,17813,40.27%,44232,Lab,2630,5.95%
2010,E14000657,Dagenham and Rainham,London,C,Conservative,15183,34.33%,,,,
2010,E14000657,Dagenham and Rainham,London,BNP,BNP,4952,11.20%,,,,
2010,E14000657,Dagenham and Rainham,London,LD,Lib Dem,3806,8.60%,,,,
2010,E14000657,Dagenham and Rainham,London,UKIP,UKIP,1569,3.55%,,,,
2010,E14000657,Dagenham and Rainham,London,Ind,Independent,308,0.70%,,,,
2010,E14000657,Dagenham and Rainham,London,Ch P,Ch P,305,0.69%,,,,
2010,E14000657,Dagenham and Rainham,London,Green,Green,296,0.67%,,,,
2010,E14000673,Dulwich and West Norwood,London,Lab,Labour,22461,46.59%,48214,Lab,9365,19.42%
2010,E14000673,Dulwich and West Norwood,London,LD,Lib Dem,13096,27.16%,,,,
2010,E14000673,Dulwich and West Norwood,London,C,Conservative,10684,22.16%,,,,
2010,E14000673,Dulwich and West Norwood,London,Green,Green,1266,2.63%,,,,
2010,E14000673,Dulwich and West Norwood,London,UKIP,UKIP,707,1.47%,,,,
2010,E14000674,Ealing Central and Acton,London,C,Conservative,17944,38.02%,47200,C,3716,7.87%
2010,E14000674,Ealing Central and Acton,London,Lab,Labour,14228,30.14%,,,,
2010,E14000674,Ealing Central and Acton,London,LD,Lib Dem,13041,27.63%,,,,
2010,E14000674,Ealing Central and Acton,London,UKIP,UKIP,765,1.62%,,,,
2010,E14000674,Ealing Central and Acton,London,Green,Green,737,1.56%,,,,
2010,E14000674,Ealing Central and Acton,London,Ch P,Ch P,295,0.63%,,,,
2010,E14000674,Ealing Central and Acton,London,Ind EACPS,Ind EACPS,190,0.40%,,,,
2010,E14000675,Ealing North,London,Lab,Labour,24023,50.39%,47678,Lab,9301,19.51%
2010,E14000675,Ealing North,London,C,Conservative,14722,30.88%,,,,
2010,E14000675,Ealing North,London,LD,Lib Dem,6283,13.18%,,,,
2010,E14000675,Ealing North,London,BNP,BNP,1045,2.19%,,,,
2010,E14000675,Ealing North,London,UKIP,UKIP,685,1.44%,,,,
2010,E14000675,Ealing North,London,Green,Green,505,1.06%,,,,
2010,E14000675,Ealing North,London,Ch P,Ch P,415,0.87%,,,,
2010,E14000676,"Ealing, Southall",London,Lab,Labour,22024,51.51%,42756,Lab,9291,21.73%
2010,E14000676,"Ealing, Southall",London,C,Conservative,12733,29.78%,,,,
2010,E14000676,"Ealing, Southall",London,LD,Lib Dem,6383,14.93%,,,,
2010,E14000676,"Ealing, Southall",London,Green,Green,705,1.65%,,,,
2010,E14000676,"Ealing, Southall",London,Ch P,Ch P,503,1.18%,,,,
2010,E14000676,"Ealing, Southall",London,Eng Dem,Eng Dem,408,0.95%,,,,
2010,E14000679,East Ham,London,Lab,Labour,35471,70.42%,50373,Lab,27826,55.24%
2010,E14000679,East Ham,London,C,Conservative,7645,15.18%,,,,
2010,E14000679,East Ham,London,LD,Lib Dem,5849,11.61%,,,,
2010,E14000679,East Ham,London,Eng Dem,Eng Dem,822,1.63%,,,,
2010,E14000679,East Ham,London,Green,Green,586,1.16%,,,,
2010,E14000687,Edmonton,London,Lab,Labour,21665,53.66%,40377,Lab,9613,23.81%
2010,E14000687,Edmonton,London,C,Conservative,12052,29.85%,,,,
2010,E14000687,Edmonton,London,LD,Lib Dem,4252,10.53%,,,,
2010,E14000687,Edmonton,London,UKIP,UKIP,1036,2.57%,,,,
2010,E14000687,Edmonton,London,Green,Green,516,1.28%,,,,
2010,E14000687,Edmonton,London,Reform,Reform,379,0.94%,,,,
2010,E14000687,Edmonton,London,Ch P,Ch P,350,0.87%,,,,
2010,E14000687,Edmonton,London,Ind,Independent,127,0.31%,,,,
2010,E14000690,Eltham,London,Lab,Labour,17416,41.50%,41964,Lab,1663,3.96%
2010,E14000690,Eltham,London,C,Conservative,15753,37.54%,,,,
2010,E14000690,Eltham,London,LD,Lib Dem,5299,12.63%,,,,
2010,E14000690,Eltham,London,BNP,BNP,1745,4.16%,,,,
2010,E14000690,Eltham,London,UKIP,UKIP,1011,2.41%,,,,
2010,E14000690,Eltham,London,Green,Green,419,1.00%,,,,
2010,E14000690,Eltham,London,Eng Dem,Eng Dem,217,0.52%,,,,
2010,E14000690,Eltham,London,Ind,Independent,104,0.25%,,,,
2010,E14000691,Enfield North,London,C,Conservative,18804,42.30%,44453,C,1692,3.81%
2010,E14000691,Enfield North,London,Lab,Labour,17112,38.49%,,,,
2010,E14000691,Enfield North,London,LD,Lib Dem,5403,12.15%,,,,
2010,E14000691,Enfield North,London,BNP,BNP,1228,2.76%,,,,
2010,E14000691,Enfield North,London,UKIP,UKIP,938,2.11%,,,,
2010,E14000691,Enfield North,London,Green,Green,489,1.10%,,,,
2010,E14000691,Enfield North,London,Ch P,Ch P,161,0.36%,,,,
2010,E14000691,Enfield North,London,Eng Dem,Eng Dem,131,0.29%,,,,
2010,E14000691,Enfield North,London,WRP,WRP,96,0.22%,,,,
2010,E14000691,Enfield North,London,Ind,Independent,91,0.20%,,,,
2010,E14000692,"Enfield, Southgate",London,C,Conservative,21928,49.44%,44352,C,7626,17.19%
2010,E14000692,"Enfield, Southgate",London,Lab,Labour,14302,32.25%,,,,
2010,E14000692,"Enfield, Southgate",London,LD,Lib Dem,6124,13.81%,,,,
2010,E14000692,"Enfield, Southgate",London,Green,Green,632,1.42%,,,,
2010,E14000692,"Enfield, Southgate",London,UKIP,UKIP,505,1.14%,,,,
2010,E14000692,"Enfield, Southgate",London,Ind,Independent,391,0.88%,,,,
2010,E14000692,"Enfield, Southgate",London,Respect,Respect,174,0.39%,,,,
2010,E14000692,"Enfield, Southgate",London,Eng Dem,Eng Dem,173,0.39%,,,,
2010,E14000692,"Enfield, Southgate",London,ND,ND,88,0.20%,,,,
2010,E14000692,"Enfield, Southgate",London,BB,BB,35,0.08%,,,,
2010,E14000696,Erith and Thamesmead,London,Lab,Labour,19068,44.89%,42476,Lab,5703,13.43%
2010,E14000696,Erith and Thamesmead,London,C,Conservative,13365,31.46%,,,,
2010,E14000696,Erith and Thamesmead,London,LD,Lib Dem,5116,12.04%,,,,
2010,E14000696,Erith and Thamesmead,London,BNP,BNP,2184,5.14%,,,,
2010,E14000696,Erith and Thamesmead,London,UKIP,UKIP,1139,2.68%,,,,
2010,E14000696,Erith and Thamesmead,London,Eng Dem,Eng Dem,465,1.09%,,,,
2010,E14000696,Erith and Thamesmead,London,ND,ND,438,1.03%,,,,
2010,E14000696,Erith and Thamesmead,London,CPA,CPA,379,0.89%,,,,
2010,E14000696,Erith and Thamesmead,London,Green,Green,322,0.76%,,,,
2010,E14000701,Feltham and Heston,London,Lab,Labour,21174,43.63%,48536,Lab,4658,9.60%
2010,E14000701,Feltham and Heston,London,C,Conservative,16516,34.03%,,,,
2010,E14000701,Feltham and Heston,London,LD,Lib Dem,6679,13.76%,,,,
2010,E14000701,Feltham and Heston,London,BNP,BNP,1714,3.53%,,,,
2010,E14000701,Feltham and Heston,London,UKIP,UKIP,992,2.04%,,,,
2010,E14000701,Feltham and Heston,London,Green,Green,530,1.09%,,,,
2010,E14000701,Feltham and Heston,London,Ind,Independent,505,1.04%,,,,
2010,E14000701,Feltham and Heston,London,Ind,Independent,180,0.37%,,,,
2010,E14000701,Feltham and Heston,London,Ind,Independent,168,0.35%,,,,
2010,E14000701,Feltham and Heston,London,WRP,WRP,78,0.16%,,,,
2010,E14000703,Finchley and Golders Green,London,C,Conservative,21688,45.99%,47157,C,5809,12.32%
2010,E14000703,Finchley and Golders Green,London,Lab,Labour,15879,33.67%,,,,
2010,E14000703,Finchley and Golders Green,London,LD,Lib Dem,8036,17.04%,,,,
2010,E14000703,Finchley and Golders Green,London,UKIP,UKIP,817,1.73%,,,,
2010,E14000703,Finchley and Golders Green,London,Green,Green,737,1.56%,,,,
2010,E14000718,Greenwich and Woolwich,London,Lab,Labour,20262,49.19%,41188,Lab,10153,24.65%
2010,E14000718,Greenwich and Woolwich,London,C,Conservative,10109,24.54%,,,,
2010,E14000718,Greenwich and Woolwich,London,LD,Lib Dem,7498,18.20%,,,,
2010,E14000718,Greenwich and Woolwich,London,BNP,BNP,1151,2.79%,,,,
2010,E14000718,Greenwich and Woolwich,London,Green,Green,1054,2.56%,,,,
2010,E14000718,Greenwich and Woolwich,London,Ch P,Ch P,443,1.08%,,,,
2010,E14000718,Greenwich and Woolwich,London,Eng Dem,Eng Dem,339,0.82%,,,,
2010,E14000718,Greenwich and Woolwich,London,TUSC,Trade Unionist and Socialist Coalition,267,0.65%,,,,
2010,E14000718,Greenwich and Woolwich,London,Ind,Independent,65,0.16%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Lab,Labour,25553,54.97%,46488,Lab,14461,31.11%
2010,E14000720,Hackney North and Stoke Newington,London,LD,Lib Dem,11092,23.86%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,C,Conservative,6759,14.54%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Green,Green,2133,4.59%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Ch P,Ch P,299,0.64%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,ND,ND,285,0.61%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Loony,Loony,182,0.39%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Ind,Independent,96,0.21%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Ind,Independent,61,0.13%,,,,
2010,E14000720,Hackney North and Stoke Newington,London,Magna Carta,Magna Carta,28,0.06%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Lab,Labour,23888,55.74%,42858,Lab,14288,33.34%
2010,E14000721,Hackney South and Shoreditch,London,LD,Lib Dem,9600,22.40%,,,,
2010,E14000721,Hackney South and Shoreditch,London,C,Conservative,5800,13.53%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Green,Green,1493,3.48%,,,,
2010,E14000721,Hackney South and Shoreditch,London,UKIP,UKIP,651,1.52%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Lib,Lib,539,1.26%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Ch P,Ch P,434,1.01%,,,,
2010,E14000721,Hackney South and Shoreditch,London,DDP,DDP,202,0.47%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Comm Lge,Comm Lge,110,0.26%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Ind,Independent,95,0.22%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Ind,Independent,26,0.06%,,,,
2010,E14000721,Hackney South and Shoreditch,London,Ind,Independent,20,0.05%,,,,
2010,E14000726,Hammersmith,London,Lab,Labour,20810,43.85%,47452,Lab,3549,7.48%
2010,E14000726,Hammersmith,London,C,Conservative,17261,36.38%,,,,
2010,E14000726,Hammersmith,London,LD,Lib Dem,7567,15.95%,,,,
2010,E14000726,Hammersmith,London,Green,Green,696,1.47%,,,,
2010,E14000726,Hammersmith,London,UKIP,UKIP,551,1.16%,,,,
2010,E14000726,Hammersmith,London,BNP,BNP,432,0.91%,,,,
2010,E14000726,Hammersmith,London,Ind,Independent,135,0.28%,,,,
2010,E14000727,Hampstead and Kilburn,London,Lab,Labour,17332,32.81%,52822,Lab,42,0.08%
2010,E14000727,Hampstead and Kilburn,London,C,Conservative,17290,32.73%,,,,
2010,E14000727,Hampstead and Kilburn,London,LD,Lib Dem,16491,31.22%,,,,
2010,E14000727,Hampstead and Kilburn,London,Green,Green,759,1.44%,,,,
2010,E14000727,Hampstead and Kilburn,London,UKIP,UKIP,408,0.77%,,,,
2010,E14000727,Hampstead and Kilburn,London,BNP,BNP,328,0.62%,,,,
2010,E14000727,Hampstead and Kilburn,London,TOC,TOC,123,0.23%,,,,
2010,E14000727,Hampstead and Kilburn,London,Ind,Independent,91,0.17%,,,,
2010,E14000731,Harrow East,London,C,Conservative,21435,44.65%,48006,C,3403,7.09%
2010,E14000731,Harrow East,London,Lab,Labour,18032,37.56%,,,,
2010,E14000731,Harrow East,London,LD,Lib Dem,6850,14.27%,,,,
2010,E14000731,Harrow East,London,UKIP,UKIP,896,1.87%,,,,
2010,E14000731,Harrow East,London,Green,Green,793,1.65%,,,,
2010,E14000732,Harrow West,London,Lab,Labour,20111,43.61%,46116,Lab,3143,6.82%
2010,E14000732,Harrow West,London,C,Conservative,16968,36.79%,,,,
2010,E14000732,Harrow West,London,LD,Lib Dem,7458,16.17%,,,,
2010,E14000732,Harrow West,London,UKIP,UKIP,954,2.07%,,,,
2010,E14000732,Harrow West,London,Green,Green,625,1.36%,,,,
2010,E14000737,Hayes and Harlington,London,Lab,Labour,23377,54.83%,42637,Lab,10824,25.39%
2010,E14000737,Hayes and Harlington,London,C,Conservative,12553,29.44%,,,,
2010,E14000737,Hayes and Harlington,London,LD,Lib Dem,3726,8.74%,,,,
2010,E14000737,Hayes and Harlington,London,BNP,BNP,1520,3.56%,,,,
2010,E14000737,Hayes and Harlington,London,NF,National Front,566,1.33%,,,,
2010,E14000737,Hayes and Harlington,London,Eng Dem,Eng Dem,464,1.09%,,,,
2010,E14000737,Hayes and Harlington,London,Green,Green,348,0.82%,,,,
2010,E14000737,Hayes and Harlington,London,Ch P,Ch P,83,0.19%,,,,
2010,E14000741,Hendon,London,C,Conservative,19635,42.34%,46374,C,106,0.23%
2010,E14000741,Hendon,London,Lab,Labour,19529,42.11%,,,,
2010,E14000741,Hendon,London,LD,Lib Dem,5734,12.36%,,,,
2010,E14000741,Hendon,London,UKIP,UKIP,958,2.07%,,,,
2010,E14000741,Hendon,London,Green,Green,518,1.12%,,,,
2010,E14000750,Holborn and St Pancras,London,Lab,Labour,25198,46.11%,54649,Lab,9942,18.19%
2010,E14000750,Holborn and St Pancras,London,LD,Lib Dem,15256,27.92%,,,,
2010,E14000750,Holborn and St Pancras,London,C,Conservative,11134,20.37%,,,,
2010,E14000750,Holborn and St Pancras,London,Green,Green,1480,2.71%,,,,
2010,E14000750,Holborn and St Pancras,London,BNP,BNP,779,1.43%,,,,
2010,E14000750,Holborn and St Pancras,London,UKIP,UKIP,587,1.07%,,,,
2010,E14000750,Holborn and St Pancras,London,Ind,Independent,96,0.18%,,,,
2010,E14000750,Holborn and St Pancras,London,Eng Dem,Eng Dem,75,0.14%,,,,
2010,E14000750,Holborn and St Pancras,London,Ind,Independent,44,0.08%,,,,
2010,E14000751,Hornchurch and Upminster,London,C,Conservative,27469,51.45%,53390,C,16371,30.66%
2010,E14000751,Hornchurch and Upminster,London,Lab,Labour,11098,20.79%,,,,
2010,E14000751,Hornchurch and Upminster,London,LD,Lib Dem,7426,13.91%,,,,
2010,E14000751,Hornchurch and Upminster,London,BNP,BNP,3421,6.41%,,,,
2010,E14000751,Hornchurch and Upminster,London,UKIP,UKIP,2848,5.33%,,,,
2010,E14000751,Hornchurch and Upminster,London,Green,Green,542,1.02%,,,,
2010,E14000751,Hornchurch and Upminster,London,Ind,Independent,305,0.57%,,,,
2010,E14000751,Hornchurch and Upminster,London,Ch P,Ch P,281,0.53%,,,,
2010,E14000752,Hornsey and Wood Green,London,LD,Lib Dem,25595,46.50%,55042,LD,6875,12.49%
2010,E14000752,Hornsey and Wood Green,London,Lab,Labour,18720,34.01%,,,,
2010,E14000752,Hornsey and Wood Green,London,C,Conservative,9174,16.67%,,,,
2010,E14000752,Hornsey and Wood Green,London,Green,Green,1261,2.29%,,,,
2010,E14000752,Hornsey and Wood Green,London,Ind,Independent,201,0.37%,,,,
2010,E14000752,Hornsey and Wood Green,London,Ind,Independent,91,0.17%,,,,
2010,E14000759,Ilford North,London,C,Conservative,21506,45.74%,47018,C,5404,11.49%
2010,E14000759,Ilford North,London,Lab,Labour,16102,34.25%,,,,
2010,E14000759,Ilford North,London,LD,Lib Dem,5966,12.69%,,,,
2010,E14000759,Ilford North,London,BNP,BNP,1545,3.29%,,,,
2010,E14000759,Ilford North,London,UKIP,UKIP,871,1.85%,,,,
2010,E14000759,Ilford North,London,Green,Green,572,1.22%,,,,
2010,E14000759,Ilford North,London,CPA,CPA,456,0.97%,,,,
2010,E14000760,Ilford South,London,Lab,Labour,25301,49.42%,51191,Lab,11287,22.05%
2010,E14000760,Ilford South,London,C,Conservative,14014,27.38%,,,,
2010,E14000760,Ilford South,London,LD,Lib Dem,8679,16.95%,,,,
2010,E14000760,Ilford South,London,Green,Green,1319,2.58%,,,,
2010,E14000760,Ilford South,London,UKIP,UKIP,1132,2.21%,,,,
2010,E14000760,Ilford South,London,King George,King George,746,1.46%,,,,
2010,E14000763,Islington North,London,Lab,Labour,24276,54.49%,44554,Lab,12401,27.83%
2010,E14000763,Islington North,London,LD,Lib Dem,11875,26.65%,,,,
2010,E14000763,Islington North,London,C,Conservative,6339,14.23%,,,,
2010,E14000763,Islington North,London,Green,Green,1348,3.03%,,,,
2010,E14000763,Islington North,London,UKIP,UKIP,716,1.61%,,,,
2010,E14000764,Islington South and Finsbury,London,Lab,Labour,18407,42.26%,43555,Lab,3569,8.19%
2010,E14000764,Islington South and Finsbury,London,LD,Lib Dem,14838,34.07%,,,,
2010,E14000764,Islington South and Finsbury,London,C,Conservative,8449,19.40%,,,,
2010,E14000764,Islington South and Finsbury,London,Green,Green,710,1.63%,,,,
2010,E14000764,Islington South and Finsbury,London,UKIP,UKIP,701,1.61%,,,,
2010,E14000764,Islington South and Finsbury,London,Eng Dem,Eng Dem,301,0.69%,,,,
2010,E14000764,Islington South and Finsbury,London,Animals,Animals,149,0.34%,,,,
2010,E14000768,Kensington,London,C,Conservative,17595,50.06%,35150,C,8616,24.51%
2010,E14000768,Kensington,London,Lab,Labour,8979,25.54%,,,,
2010,E14000768,Kensington,London,LD,Lib Dem,6872,19.55%,,,,
2010,E14000768,Kensington,London,UKIP,UKIP,754,2.15%,,,,
2010,E14000768,Kensington,London,Green,Green,753,2.14%,,,,
2010,E14000768,Kensington,London,Green Soc,Green Soc,197,0.56%,,,,
2010,E14000770,Kingston and Surbiton,London,LD,Lib Dem,28428,49.78%,57111,LD,7560,13.24%
2010,E14000770,Kingston and Surbiton,London,C,Conservative,20868,36.54%,,,,
2010,E14000770,Kingston and Surbiton,London,Lab,Labour,5337,9.34%,,,,
2010,E14000770,Kingston and Surbiton,London,UKIP,UKIP,1450,2.54%,,,,
2010,E14000770,Kingston and Surbiton,London,Green,Green,555,0.97%,,,,
2010,E14000770,Kingston and Surbiton,London,Loony,Loony,247,0.43%,,,,
2010,E14000770,Kingston and Surbiton,London,CPA,CPA,226,0.40%,,,,
2010,E14000787,Lewisham East,London,Lab,Labour,17966,43.06%,41719,Lab,6216,14.90%
2010,E14000787,Lewisham East,London,LD,Lib Dem,11750,28.16%,,,,
2010,E14000787,Lewisham East,London,C,Conservative,9850,23.61%,,,,
2010,E14000787,Lewisham East,London,UKIP,UKIP,771,1.85%,,,,
2010,E14000787,Lewisham East,London,Green,Green,624,1.50%,,,,
2010,E14000787,Lewisham East,London,Eng Dem,Eng Dem,426,1.02%,,,,
2010,E14000787,Lewisham East,London,CNBPG,CNBPG,332,0.80%,,,,
2010,E14000788,Lewisham West and Penge,London,Lab,Labour,18501,41.09%,45028,Lab,5828,12.94%
2010,E14000788,Lewisham West and Penge,London,LD,Lib Dem,12673,28.14%,,,,
2010,E14000788,Lewisham West and Penge,London,C,Conservative,11489,25.52%,,,,
2010,E14000788,Lewisham West and Penge,London,UKIP,UKIP,1117,2.48%,,,,
2010,E14000788,Lewisham West and Penge,London,Green,Green,931,2.07%,,,,
2010,E14000788,Lewisham West and Penge,London,CPA,CPA,317,0.70%,,,,
2010,E14000789,"Lewisham, Deptford",London,Lab,Labour,22132,53.69%,41220,Lab,12499,30.32%
2010,E14000789,"Lewisham, Deptford",London,LD,Lib Dem,9633,23.37%,,,,
2010,E14000789,"Lewisham, Deptford",London,C,Conservative,5551,13.47%,,,,
2010,E14000789,"Lewisham, Deptford",London,Green,Green,2772,6.72%,,,,
2010,E14000789,"Lewisham, Deptford",London,Soc Alt,Soc Alt,645,1.56%,,,,
2010,E14000789,"Lewisham, Deptford",London,CPA,CPA,487,1.18%,,,,
2010,E14000790,Leyton and Wanstead,London,Lab,Labour,17511,43.60%,40159,Lab,6416,15.98%
2010,E14000790,Leyton and Wanstead,London,LD,Lib Dem,11095,27.63%,,,,
2010,E14000790,Leyton and Wanstead,London,C,Conservative,8928,22.23%,,,,
2010,E14000790,Leyton and Wanstead,London,UKIP,UKIP,1080,2.69%,,,,
2010,E14000790,Leyton and Wanstead,London,Green,Green,562,1.40%,,,,
2010,E14000790,Leyton and Wanstead,London,BNP,BNP,561,1.40%,,,,
2010,E14000790,Leyton and Wanstead,London,Ch P,Ch P,342,0.85%,,,,
2010,E14000790,Leyton and Wanstead,London,Ind Fed,Ind Fed,80,0.20%,,,,
2010,E14000823,Mitcham and Morden,London,Lab,Labour,24722,56.45%,43797,Lab,13666,31.20%
2010,E14000823,Mitcham and Morden,London,C,Conservative,11056,25.24%,,,,
2010,E14000823,Mitcham and Morden,London,LD,Lib Dem,5202,11.88%,,,,
2010,E14000823,Mitcham and Morden,London,BNP,BNP,1386,3.16%,,,,
2010,E14000823,Mitcham and Morden,London,UKIP,UKIP,857,1.96%,,,,
2010,E14000823,Mitcham and Morden,London,Green,Green,381,0.87%,,,,
2010,E14000823,Mitcham and Morden,London,Ind,Independent,155,0.35%,,,,
2010,E14000823,Mitcham and Morden,London,Ind,Independent,38,0.09%,,,,
2010,E14000869,Old Bexley and Sidcup,London,C,Conservative,24625,54.13%,45492,C,15857,34.86%
2010,E14000869,Old Bexley and Sidcup,London,Lab,Labour,8768,19.27%,,,,
2010,E14000869,Old Bexley and Sidcup,London,LD,Lib Dem,6996,15.38%,,,,
2010,E14000869,Old Bexley and Sidcup,London,BNP,BNP,2132,4.69%,,,,
2010,E14000869,Old Bexley and Sidcup,London,UKIP,UKIP,1532,3.37%,,,,
2010,E14000869,Old Bexley and Sidcup,London,Eng Dem,Eng Dem,520,1.14%,,,,
2010,E14000869,Old Bexley and Sidcup,London,Save QM,Save QM,393,0.86%,,,,
2010,E14000869,Old Bexley and Sidcup,London,Green,Green,371,0.82%,,,,
2010,E14000869,Old Bexley and Sidcup,London,Loony,Loony,155,0.34%,,,,
2010,E14000872,Orpington,London,C,Conservative,29200,59.70%,48911,C,17200,35.17%
2010,E14000872,Orpington,London,LD,Lib Dem,12000,24.53%,,,,
2010,E14000872,Orpington,London,Lab,Labour,4400,9.00%,,,,
2010,E14000872,Orpington,London,UKIP,UKIP,1360,2.78%,,,,
2010,E14000872,Orpington,London,BNP,BNP,1241,2.54%,,,,
2010,E14000872,Orpington,London,Green,Green,511,1.04%,,,,
2010,E14000872,Orpington,London,Eng Dem,Eng Dem,199,0.41%,,,,
2010,E14000882,Poplar and Limehouse,London,Lab,Labour,18679,40.00%,46700,Lab,6030,12.91%
2010,E14000882,Poplar and Limehouse,London,C,Conservative,12649,27.09%,,,,
2010,E14000882,Poplar and Limehouse,London,Respect,Respect,8160,17.47%,,,,
2010,E14000882,Poplar and Limehouse,London,LD,Lib Dem,5209,11.15%,,,,
2010,E14000882,Poplar and Limehouse,London,UKIP,UKIP,565,1.21%,,,,
2010,E14000882,Poplar and Limehouse,London,Eng Dem,Eng Dem,470,1.01%,,,,
2010,E14000882,Poplar and Limehouse,London,Green,Green,449,0.96%,,,,
2010,E14000882,Poplar and Limehouse,London,Ind,Independent,293,0.63%,,,,
